Causa,Fecha_Evento,Fenomeno,idEvento,idFenomeno_1,idFenomeno,idLocalidad,idMunicipio,idRegion,Latitud,Longitud,Nombre,Nombre_1,Nombre_12,Nombre_12_
Eventos masivos,"diciembre 20, 2020",Socioorganizativos,197.325,24,4,20.069,65,13,"17,53","-91,72",APOYOS ECONOMICOS DE PARTE DEL GOBIENO FEDERAL PARA DAMNIFICADOS POR INUNDACION,Maya,La Libertad,CABECERA MUNICIPAL
Verificaciones,"noviembre 14, 2020",Acciones de PrevenciÛn,194.646,52,8,20.084,80,13,"17,51","-91,98",ATENCION POR LLUVIAS FUERTES EN BARRIOS Y COLONIAS DEL MUNICIPIO DE PALENQUE,Maya,Palenque,CABECERA MUNICIPAL
Baja PresiÛn,"septiembre 19, 2020",HidrometeorolÛgicos,190.074,2,1,20.044,40,8,"17,34","-93,13",BAJA PRESION DESBORDAMIENTO DE ARROYO BARRIO LA ASUNCION CHAPULTENANGO,Norte,Chapultenango,CABECERA MUNICIPAL
PrecipitaciÛn,"agosto 29, 2020",HidrometeorolÛgicos,188.411,1,1,20.097,93,5,"16,73","-92,59",BARRIOS Y COLONIAS QUE TUVIERON PROBLEMAS DE ENCHARCAMIENTOS,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,CABECERA MUNICIPAL
Tormenta Tropical,"junio 2, 2020",HidrometeorolÛgicos,182.173,5,1,166,42,1,"16,71","-92,99",CASA INUNDADA COLONIA JOSE MARIA MORELOS Y PAVON CALLE JUAN SABINES,Metropolitana,Chiapa de Corzo,CHIAPA DE CORZO
Verificaciones,"noviembre 1, 2020",Acciones de PrevenciÛn,193.57,52,8,20.119,115,1,"16,77","-93,09",CASA INUNDADA INFONAVIT GRIJALVA,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Servicios Generales,"noviembre 26, 2020",Servicios Administrativos,195.675,155,9,20.087,83,8,"17,51","-93,11",CENSO DE DAMNIFICADOS POR LLUVIAS REGI”N VIII NORTE,Norte,Pichucalco,CABECERA MUNICIPAL
DepresiÛn tropical,"noviembre 4, 2020",HidrometeorolÛgicos,194.159,4,1,20.096,92,14,"17,56","-92,33","CONTINUIDAD DEL FOLIO 193813 POR AFECTACIONES DE INUNDACION CAUSADAS POR EL FRENTE FRIO #11 Y LA DEPRESION TROPICAL ""ETA""",Tulij· Tseltal-Chol,Salto de Agua,CABECERA MUNICIPAL
Inundacion Pluvial,"noviembre 4, 2020",HidrometeorolÛgicos,194.16,68,1,20.096,92,14,"17,56","-92,33","CONTINUIDAD DEL FOLIO 193813 POR AFECTACIONES DE INUNDACION CAUSADAS POR EL FRENTE FRIO #11 Y LA DEPRESION TROPICAL ""ETA""",Tulij· Tseltal-Chol,Salto de Agua,CABECERA MUNICIPAL
Baja PresiÛn,"julio 9, 2020",HidrometeorolÛgicos,184.782,2,1,6.431,52,10,"15,02","-92,40",DA—OS EN LAS DIFERENTES COMUNIDADES DE HUEHUETAN POR LAS FUERTES LLUVIAS,Soconusco,Huehuet·n,CANT”N SAN LUIS
PrecipitaciÛn,"noviembre 2, 2020",HidrometeorolÛgicos,193.608,1,1,20.203,20,8,"17,37","-92,82",DAÕ±O A LA INFRAESTRUTURA CARRETERA POR EL FF#11,Norte,Amat·n,EL NARANJO 1A SECCI”N
Frente FrÌo,"noviembre 6, 2020",HidrometeorolÛgicos,193.951,61,1,3.898,106,7,"17,26","-93,02",DAÕ±OS CAUSADOS POR EL FRENTE FRIO NUMERO 11 Y TORMENTA TROPICAL ETA,De Los Bosques,Tapilula,PORTACELIS PARTE MEDIA
Baja PresiÛn,"agosto 21, 2020",HidrometeorolÛgicos,187.819,2,1,7.571,66,9,"15,37","-92,90",DEBORDE DE RIO SAN LUIS EN EJIDO ABRAHAM GONZ¡LEZ,Istmo-Costa,Mapastepec,ABRAHAM GONZ¡LEZ
DepresiÛn tropical,"septiembre 18, 2020",HidrometeorolÛgicos,190.048,4,1,3.211,110,14,"17,23","-92,42",DEPRESI”N TROPICAL 22 TILA,Tulij· Tseltal-Chol,Tila,PETALCINGO
Verificaciones,"agosto 16, 2020",Acciones de PrevenciÛn,187.375,52,8,252,117,10,"15,13","-92,43",DERRUMBE,Soconusco,Tuzant·n,TUZANT¡N
Hurac·n,"junio 3, 2020",HidrometeorolÛgicos,182.247,6,1,20.032,28,7,"16,99","-92,89",DESALSOLVE DE ALCANTARILLA,De Los Bosques,Bochil,CABECERA MUNICIPAL
Encharcamiento,"mayo 20, 2020",HidrometeorolÛgicos,181.143,69,1,20.059,55,10,"15,13","-92,47",ENCHARCAMIENTO EN COL. JIQUILPAN,Soconusco,Huixtla,CABECERA MUNICIPAL
Encharcamiento,"septiembre 13, 2020",HidrometeorolÛgicos,189.672,69,1,174,34,15,"16,24","-92,13",ENCHARCAMIENTO EN DOMICILIO,Meseta Comiteca Tojolabal,Comitan de Dominguez,COMIT¡N DE DOMÕNGUEZ
Encharcamiento,"septiembre 24, 2020",HidrometeorolÛgicos,190.722,69,1,174,34,15,"16,26","-92,13",ENCHARCAMIENTO EN DOMICILIO,Meseta Comiteca Tojolabal,Comitan de Dominguez,COMIT¡N DE DOMÕNGUEZ
Encharcamiento,"septiembre 15, 2020",HidrometeorolÛgicos,189.781,69,1,465,113,15,"16,09","-91,84",ENCHARCAMIENTO EN VIVIENDAS,Meseta Comiteca Tojolabal,La Trinitaria,¡LVARO OBREG”N
Inundacion Fluvial,"septiembre 7, 2020",HidrometeorolÛgicos,189.12,67,1,20.043,39,5,"16,65","-92,25",ENCHARCAMIENTOS,Altos Tsotsil-Tseltal,Chanal,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 24, 2020",HidrometeorolÛgicos,190.555,1,1,20.042,38,5,"16,78","-92,69",ENCHARCAMIENTOS,Altos Tsotsil-Tseltal,Chamula,CABECERA MUNICIPAL
PrecipitaciÛn,"octubre 29, 2020",HidrometeorolÛgicos,193.228,1,1,20.093,89,8,"17,87","-93,15",ENCHARCAMIENTOS E INUNDACI”N EN COLONIAS POPULARES DE REFORMA,Norte,Reforma,CABECERA MUNICIPAL
Encharcamiento,"octubre 1, 2020",HidrometeorolÛgicos,191.337,69,1,174,34,15,"16,24","-92,14",ENCHARCAMIENTOS EN DOMICILIOS,Meseta Comiteca Tojolabal,Comitan de Dominguez,COMIT¡N DE DOMÕNGUEZ
Afectaciones por lluvias,"agosto 20, 2020",HidrometeorolÛgicos,187.712,80,1,174,34,15,"16,24","-92,13",ENCHARCAMIENTOS POR FUERTES LLUVIAS,Meseta Comiteca Tojolabal,Comitan de Dominguez,COMIT¡N DE DOMÕNGUEZ
Encharcamiento,"septiembre 24, 2020",HidrometeorolÛgicos,190.489,69,1,210,74,12,"16,94","-92,10",ENCHARCAMIENTOS POR FUERTES LLUVIAS EN LA COMUNIDAD DE SANTO DOMINGO,Selva Lacandona,Ocosingo,OCOSINGO
PrecipitaciÛn,"septiembre 30, 2020",HidrometeorolÛgicos,191.013,1,1,223,89,8,"17,86","-93,16",ENCHARCAMIENTOS POR LLUVIAS REFORMA,Norte,Reforma,REFORMA
Encharcamiento,"mayo 4, 2020",HidrometeorolÛgicos,179.808,69,1,20.097,93,5,"16,74","-92,65","ENCHARCAMIENTOS, INUNDACIONES.",Altos Tsotsil-Tseltal,San CristÛbal de las Casas,CABECERA MUNICIPAL
Eventos masivos,"diciembre 17, 2020",Socioorganizativos,197.079,24,4,20.097,93,5,"16,72","-92,64",ENTREGA DE APOYO BIENESTAR A PERSONAS AFECTADAS POR LA S LLUVIAS PASADAS.,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,CABECERA MUNICIPAL
DepresiÛn tropical,"noviembre 24, 2020",HidrometeorolÛgicos,195.772,4,1,20.084,80,13,"17,50","-91,99",ENTREGA DE AYUDA HUMANITARIA A COMUNIDADES AFECTADAS,Maya,Palenque,CABECERA MUNICIPAL
Tormenta Tropical,"noviembre 21, 2020",HidrometeorolÛgicos,195.159,5,1,20.097,93,5,"16,74","-92,64",ENTREGA DE AYUDA HUMANITARIA A PERSONAS AFECTADAS POR LAS INUNDACIONES,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,CABECERA MUNICIPAL
PrecipitaciÛn,"agosto 4, 2020",HidrometeorolÛgicos,186.5,1,1,20.097,93,5,"16,73","-92,65",ENTREGA DE DESPENSAS A PERSONAS AFECTADAS POR LAS FUERTES LLUVIAS,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,CABECERA MUNICIPAL
DepresiÛn tropical,"noviembre 17, 2020",HidrometeorolÛgicos,195.033,4,1,1.388,89,8,"17,81","-93,22",ENTREGA DE INSUMOS DE AYUDA HUMANITARIA FF11,Norte,Reforma,SAN MIGUEL 1RA. SECCI”N
Desasolves y Cierre de Ventanas,"octubre 13, 2020",Acciones de PrevenciÛn,192.124,173,8,219,83,8,"17,55","-93,00",EXTRACCION DE BASURA Y MATERIAL ORGANICO DEL ARROYO ALCOSER RANCHERIA EL AZUFRE 2DA SECCION,Norte,Pichucalco,PICHUCALCO
Tormenta Tropical,"junio 2, 2020",HidrometeorolÛgicos,182.152,5,1,20.094,90,15,"16,37","-92,38","FECHAS 03,04,05 FUERTES LLUVIAS Y AFECTACIONES OCASIONADAS POR TORMENTA TROPICAL CRISTOBAL",Meseta Comiteca Tojolabal,Las Rosas,CABECERA MUNICIPAL
Reuniones,"septiembre 28, 2020",Acciones de PrevenciÛn,190.826,64,8,20.087,83,8,"17,51","-93,10",FF#4 CONSEJO REGIONAL ZONA NORTE,Norte,Pichucalco,CABECERA MUNICIPAL
Frente FrÌo,"noviembre 22, 2020",HidrometeorolÛgicos,195.209,61,1,20.119,115,1,"16,73","-93,17",FRENTE FRÕO N⁄MERO 15,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Frente FrÌo,"noviembre 1, 2020",HidrometeorolÛgicos,193.534,61,1,20.119,115,1,"16,73","-93,17",FRENTE FRÕO NUMERO 11,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Desasolves y Cierre de Ventanas,"febrero 25, 2020",Acciones de PrevenciÛn,172.738,173,8,219,83,8,"17,51","-93,11",FRENTE FRI” # 41,Norte,Pichucalco,PICHUCALCO
Verificaciones,"febrero 13, 2020",Acciones de PrevenciÛn,171.198,52,8,219,83,8,"17,51","-93,11",FRENTE FRI” NUMERO 39,Norte,Pichucalco,PICHUCALCO
Frente FrÌo,"octubre 29, 2020",HidrometeorolÛgicos,193.226,61,1,219,83,8,"17,51","-93,12",FRENTE FRIO # 9,Norte,Pichucalco,PICHUCALCO
DepresiÛn tropical,"noviembre 15, 2020",HidrometeorolÛgicos,194.641,4,1,20.087,83,8,"17,52","-93,09",FRENTE FRIO #13 Y DEPRESION TROPICAL TREINTA Y UNO,Norte,Pichucalco,CABECERA MUNICIPAL
Tormenta Tropical,"noviembre 5, 2020",HidrometeorolÛgicos,193.929,5,1,173,33,3,"17,43","-93,52",FRENTE FRIO N⁄MERO 11-TT ETQ,Mezcalapa,Coapilla,COAPILLA
Frente FrÌo,"marzo 9, 2020",HidrometeorolÛgicos,174.131,61,1,20.119,115,1,"16,75","-93,11",FRENTE FRIO N⁄MERO 44,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Frente FrÌo,"noviembre 2, 2020",HidrometeorolÛgicos,193.585,61,1,219,83,8,"17,52","-93,09",FRENTE FRIO NO. 11 Y DEPRESI”N TROPICAL ETA,Norte,Pichucalco,PICHUCALCO
Onda tropical,"agosto 30, 2020",HidrometeorolÛgicos,188.528,3,1,20.119,115,1,"16,75","-93,09",HURACAN CATEGORIA I NANA,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"septiembre 17, 2020",Acciones de PrevenciÛn,189.967,52,8,20.087,83,8,"17,51","-93,11",IDENTIFICACI”N DE RIESGO POR CONSTRUCCI”N DE MURO SOBRE CAUCE DEL ARROYO EL CHALATENCO,Norte,Pichucalco,CABECERA MUNICIPAL
Verificaciones,"noviembre 7, 2020",Acciones de PrevenciÛn,194.207,52,8,20.084,80,13,"17,70","-92,31",INDUNSACIONES EN EJIDOS Y/O COMUNIDADES,Maya,Palenque,CABECERA MUNICIPAL
Hundimiento,"diciembre 2, 2020",GeolÛgicos,196.115,47,3,20.42,20.138,3,"16,90","-93,09",INSPECCION A AFECTACIONES DE SEMBRADIOS EN EL EJIDO SALINA CRUZ,Mezcalapa,Mezcalapa,Raudales Malpaso
PrecipitaciÛn,"junio 24, 2020",HidrometeorolÛgicos,183.714,1,1,20.051,47,10,"15,32","-92,66","INUNDACI”N POR DESBORDAMIENTO DE ARROYO CHALACA, ESCUINTLA",Soconusco,Escuintla,CABECERA MUNICIPAL
Inundacion Fluvial,"agosto 19, 2020",HidrometeorolÛgicos,187.598,67,1,2.853,18,10,"15,31","-92,72",INUNDACI”N DE VIVIENDAS EN COLONIA SOCONUSCO MUNICIPIO DE ACAPETAHUA,Soconusco,Acapetahua,SOCONUSCO
Inundacion Fluvial,"junio 24, 2020",HidrometeorolÛgicos,183.932,67,1,20.022,18,10,"15,29","-92,67",INUNDACI”N DE VIVIENDAS POR LLUVIAS EN CABECERA MPAL DE ACAPETAHUA,Soconusco,Acapetahua,CABECERA MUNICIPAL
DepresiÛn tropical,"junio 3, 2020",HidrometeorolÛgicos,182.36,4,1,152,22,5,"16,53","-92,43",INUNDACI”N EN ESCUELA PRIMARIA REVOLUCI”N,Altos Tsotsil-Tseltal,Amatenango del Valle,AMATENANGO DEL VALLE
Verificaciones,"agosto 26, 2020",Acciones de PrevenciÛn,188.211,52,8,4.191,38,5,"16,78","-92,68",INUNDACI”N EN LA COMUNIDAD DE NICHÕ©N,Altos Tsotsil-Tseltal,Chamula,NICH…N
Baja PresiÛn,"octubre 3, 2020",HidrometeorolÛgicos,190.482,2,1,3.045,83,8,"17,56","-93,04",INUNDACI”N FLUVIAL POR DESBORDAMIENTO DEL ARROYO ALCOCER,Norte,Pichucalco,LUIS DONALDO COLOSIO MURRIETA
DepresiÛn tropical,"octubre 4, 2020",HidrometeorolÛgicos,191.367,4,1,4.191,38,5,"16,80","-92,67",INUNDACION A LA COMUNIDAD NICHEN,Altos Tsotsil-Tseltal,Chamula,NICH…N
Tormenta Tropical,"junio 3, 2020",HidrometeorolÛgicos,182.322,5,1,166,42,1,"16,75","-93,05",INUNDACION DE VIVIENDA EN LA COLONIA JULIO CESAR RUIZ FERRO,Metropolitana,Chiapa de Corzo,CHIAPA DE CORZO
Hundimiento,"septiembre 24, 2020",GeolÛgicos,190.604,47,3,4.32,29,7,"17,06","-92,72",INUNDACION DE VIVIENDAS FUERON AFECTADAS,De Los Bosques,El Bosque,TIERRA CALIENTE
Inundacion Pluvial,"septiembre 23, 2020",HidrometeorolÛgicos,190.577,68,1,20.108,104,10,"14,87","-92,28",INUNDACION FRACIONAMIENTO LA ARBOLADA,Soconusco,Tapachula,CABECERA MUNICIPAL
Inundacion Fluvial,"junio 1, 2020",HidrometeorolÛgicos,182.057,67,1,3.439,18,10,"15,27","-92,85",INUNDACION POR TORMENTA TROPICAL CRISTOBAL EN EL EJIDO LAS MURALLAS,Soconusco,Acapetahua,LAS MURALLAS
Onda tropical,"noviembre 23, 2020",HidrometeorolÛgicos,195.4,3,1,11.018,74,12,"16,90","-90,97",INUNDACION ZONA ARQUEOLOGICA DE YAXCHILAN,Selva Lacandona,Ocosingo,FRONTERA COROZAL
Encharcamiento,"octubre 2, 2020",HidrometeorolÛgicos,191.165,69,1,210,74,12,"16,94","-92,09",INUNDACIONES EN DIFERENTES BARRIOS DE LA CABECERA MUNICIPAL OCOSINGO,Selva Lacandona,Ocosingo,OCOSINGO
Encharcamiento,"noviembre 21, 2020",HidrometeorolÛgicos,195.169,69,1,11.018,74,12,"16,81","-90,88",INUNDACIONES Y ENCHARCAMIENTOS DE VIVIENDAS,Selva Lacandona,Ocosingo,FRONTERA COROZAL
Verificaciones,"julio 9, 2020",Acciones de PrevenciÛn,184.738,52,8,20.119,115,1,"16,74","-93,13",LEVANTAMIENTO DE MATERIAL DE ARRASTRE FRACC. LOMAS,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Reuniones,"mayo 13, 2020",Acciones de PrevenciÛn,180.556,64,8,20.119,115,1,"16,76","-93,11",LIMPIEMOS TUXTLA PARA REDUCIR RIESGOS DE INUNDACIONES,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Verificaciones,"mayo 30, 2020",Acciones de PrevenciÛn,181.841,52,8,20.119,115,1,"16,75","-93,10",LIMPIESA DE ALCANTARILLA,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Limpieza de CaÒÛn,"junio 23, 2020",Acciones de PrevenciÛn,183.646,94,8,20.083,79,5,"16,77","-92,41",LIMPIEZA,Altos Tsotsil-Tseltal,Oxchuc,CABECERA MUNICIPAL
Verificaciones,"septiembre 8, 2020",Acciones de PrevenciÛn,189.209,52,8,146,17,4,"16,56","-92,81",LIMPIEZA DE ALCANTARILLADO,De los Llanos,Acala,ACALA
Verificaciones,"agosto 31, 2020",Acciones de PrevenciÛn,188.561,52,8,20.038,34,15,"16,24","-92,12",LIMPIEZA DE ALCANTARILLAS,Meseta Comiteca Tojolabal,Comitan de Dominguez,CABECERA MUNICIPAL
Verificaciones,"mayo 26, 2020",Acciones de PrevenciÛn,181.46,52,8,181,52,10,"15,02","-92,40",LIMPIEZA DE ALCANTARILLAS EN HUEHUETAN,Soconusco,Huehuet·n,HUEHUET¡N
Verificaciones,"agosto 5, 2020",Acciones de PrevenciÛn,186.533,52,8,7.765,117,10,"15,13","-92,45",LIMPIEZA DE ARROYO ACAPA,Soconusco,Tuzant·n,TERCER CANT”N LA CURVA
Desasolves y Cierre de Ventanas,"junio 18, 2020",Acciones de PrevenciÛn,183.347,173,8,20.083,79,5,"16,77","-92,40",LIMPIEZA DE BANQUETAS Y CALLES POR LA TEMPORADA DE LLUVIAS,Altos Tsotsil-Tseltal,Oxchuc,CABECERA MUNICIPAL
Verificaciones,"agosto 9, 2020",Acciones de PrevenciÛn,186.851,52,8,2.352,117,10,"15,13","-92,43",LIMPIEZA DE CUNETAS Y DESAZOLVE,Soconusco,Tuzant·n,XOCHILTEPEC
Verificaciones,"agosto 3, 2020",Acciones de PrevenciÛn,186.346,52,8,252,117,10,"15,14","-92,43",LIMPIEZA DE MALESA Y DESAZOLVE DE CUNETAS,Soconusco,Tuzant·n,TUZANT¡N
Desasolves y Cierre de Ventanas,"agosto 22, 2020",Acciones de PrevenciÛn,187.921,173,8,174,34,15,"16,23","-92,14",LIMPIEZA DE REJILLAS,Meseta Comiteca Tojolabal,Comitan de Dominguez,COMIT¡N DE DOMÕNGUEZ
Desasolves y Cierre de Ventanas,"septiembre 6, 2020",Acciones de PrevenciÛn,189.173,173,8,174,34,15,"16,25","-92,14",LIMPIEZA DE REJILLAS,Meseta Comiteca Tojolabal,Comitan de Dominguez,COMIT¡N DE DOMÕNGUEZ
Desasolves y Cierre de Ventanas,"septiembre 7, 2020",Acciones de PrevenciÛn,189.195,173,8,174,34,15,"16,25","-92,13",LIMPIEZA DE REJILLAS,Meseta Comiteca Tojolabal,Comitan de Dominguez,COMIT¡N DE DOMÕNGUEZ
Desasolves y Cierre de Ventanas,"septiembre 13, 2020",Acciones de PrevenciÛn,189.645,173,8,174,34,15,"16,24","-92,14",LIMPIEZA DE REJILLAS,Meseta Comiteca Tojolabal,Comitan de Dominguez,COMIT¡N DE DOMÕNGUEZ
Verificaciones,"noviembre 9, 2020",Acciones de PrevenciÛn,194.222,52,8,20.096,92,14,"17,56","-92,33",LIMPIEZA Y DESASOLVE DE CALLES POR INUNDACION DEL FRENTE FRIO 11 Y LA DT ETA,Tulij· Tseltal-Chol,Salto de Agua,CABECERA MUNICIPAL
Verificaciones,"octubre 5, 2020",Acciones de PrevenciÛn,191.482,52,8,219,83,8,"17,51","-93,10",LIMPIEZA Y DESAZOLVE DE ARROYO EN ESCUELA PRIMARIA,Norte,Pichucalco,PICHUCALCO
6,"agosto 27, 2020",Acciones de PrevenciÛn,188.25,139,8,20.039,35,6,"16,12","-92,69",LIMPIEZA Y DESAZOLVE DE DREN PLUVIAL,Frailesca,La Concordia,CABECERA MUNICIPAL
Verificaciones,"agosto 30, 2020",Acciones de PrevenciÛn,188.451,52,8,20.039,35,6,"16,12","-92,69",LIMPIEZA Y DESAZOLVE DE DREN PLUVIAL,Frailesca,La Concordia,CABECERA MUNICIPAL
Verificaciones,"septiembre 6, 2020",Acciones de PrevenciÛn,189.051,52,8,219,83,8,"17,51","-93,12",LIMPIEZA Y DESAZOLVE DE LA RED PLUVIAL,Norte,Pichucalco,PICHUCALCO
Verificaciones,"septiembre 22, 2020",Acciones de PrevenciÛn,190.379,52,8,219,83,8,"17,51","-93,12",LIMPIEZA Y DESAZOLVE DE LA RED PLUVIAL,Norte,Pichucalco,PICHUCALCO
Desasolves y Cierre de Ventanas,"septiembre 5, 2020",Acciones de PrevenciÛn,188.955,173,8,219,83,8,"17,51","-93,12",LIMPIEZA Y DESAZOLVE DE LA RED PLUVIAL CALLE BENITO JUAREZ,Norte,Pichucalco,PICHUCALCO
Verificaciones,"septiembre 2, 2020",Acciones de PrevenciÛn,188.772,52,8,20.067,63,8,"17,61","-93,19",LIMPIEZA Y DESAZOLVE DE REGISTROS DE CAPTACI”N DE AGUAS PLUVIALES.,Norte,Ju·rez,CABECERA MUNICIPAL
Verificaciones,"septiembre 3, 2020",Acciones de PrevenciÛn,188.791,52,8,20.039,35,6,"16,12","-92,69",LIMPIEZA Y DESAZOLVE DEL DREN PLUVIAL,Frailesca,La Concordia,CABECERA MUNICIPAL
Verificaciones,"septiembre 6, 2020",Acciones de PrevenciÛn,188.998,52,8,20.039,35,6,"16,13","-92,70",LIMPIEZA Y DESAZOLVE DEL DREN PLUVIAL,Frailesca,La Concordia,CABECERA MUNICIPAL
Verificaciones,"agosto 26, 2020",Acciones de PrevenciÛn,188.187,52,8,20.039,35,6,"16,12","-92,69",LIMPIEZA Y DESAZOLVE DEL DRENAJE PLUVIAL,Frailesca,La Concordia,CABECERA MUNICIPAL
6,"agosto 31, 2020",Acciones de PrevenciÛn,188.564,139,8,20.039,35,6,"16,12","-92,69",LIMPIEZA Y DESAZOLVE DEL DRENAJE PLUVIAL,Frailesca,La Concordia,CABECERA MUNICIPAL
Verificaciones,"septiembre 1, 2020",Acciones de PrevenciÛn,188.631,52,8,20.039,35,6,"16,12","-92,69",LIMPIEZA Y DESAZOLVE DEL DRENAJE PLUVIAL,Frailesca,La Concordia,CABECERA MUNICIPAL
Verificaciones,"septiembre 7, 2020",Acciones de PrevenciÛn,189.122,52,8,219,83,8,"17,51","-93,12",LIMPIEZA Y DESAZOLVE EL ARROYO EL MEXIQUITO,Norte,Pichucalco,PICHUCALCO
Verificaciones,"agosto 4, 2020",Acciones de PrevenciÛn,186.491,52,8,219,83,8,"17,51","-93,10",LIMPIEZA Y DESAZOLVE EN ALCANTARILLA COLONIA NAPANA,Norte,Pichucalco,PICHUCALCO
PrecipitaciÛn,"mayo 31, 2020",HidrometeorolÛgicos,182.264,1,1,20.067,63,8,"17,61","-93,19",LLUVIAS FUERTE POR LA TORMENTA TROPICAL,Norte,Ju·rez,CABECERA MUNICIPAL
Onda tropical,"mayo 27, 2020",HidrometeorolÛgicos,181.718,3,1,2.793,63,8,"17,61","-93,19",LLUVIAS FUERTES CON RACHAS DE VIENTOS JUAREZ CHIAPAS.,Norte,Ju·rez,NUEVO VOLC¡N CHICHONAL
PrecipitaciÛn,"octubre 29, 2020",HidrometeorolÛgicos,193.232,1,1,20.067,63,8,"17,61","-93,19",LLUVIAS FUERTES POR EL FRENTE FRI” NUM. 9,Norte,Ju·rez,CABECERA MUNICIPAL
PrecipitaciÛn,"enero 31, 2020",HidrometeorolÛgicos,169.748,1,1,239,103,8,"17,49","-93,24",LLUVIAS INTENSAS EN SUNUAPA,Norte,Sunuapa,SUNUAPA
PrecipitaciÛn,"septiembre 19, 2020",HidrometeorolÛgicos,190.142,1,1,2.46,63,8,"17,61","-93,19",LLUVIAS INTENSAS POR LA TORMENTA TROPICAL,Norte,Ju·rez,SANTA CRUZ TEPATE ABAJO
PrecipitaciÛn,"noviembre 2, 2020",HidrometeorolÛgicos,193.659,1,1,2.46,63,8,"17,61","-93,19",LLUVIAS POR EL FRENTE FRIO NUM. 11,Norte,Ju·rez,SANTA CRUZ TEPATE ABAJO
Frente FrÌo,"septiembre 29, 2020",HidrometeorolÛgicos,190.852,61,1,20.087,83,8,"17,51","-93,11",MEDIDAS PREVENTIVAS ANTE EL FRENTE FRÕ≠O NO. 4. EJECUTA GRUPO ERI.,Norte,Pichucalco,CABECERA MUNICIPAL
Onda tropical,"junio 2, 2020",HidrometeorolÛgicos,182.14,3,1,204,69,10,"14,86","-92,45",MONITOREO DE CASAS POR LLUVIAS,Soconusco,Mazat·n,MAZAT¡N
Afectaciones por lluvias,"noviembre 4, 2020",HidrometeorolÛgicos,193.855,80,1,20.42,20.138,3,"17,18","-93,62",MONITOREO DE NIVELES DE AGUA DE LA PRESA NEZAHUALCOYOTL,Mezcalapa,Mezcalapa,Raudales Malpaso
Onda tropical,"julio 24, 2020",HidrometeorolÛgicos,185.672,3,1,251,115,1,"16,72","-93,17",ONDA TROPICAL N.21,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Onda tropical,"julio 2, 2020",HidrometeorolÛgicos,184.249,3,1,20.119,115,1,"16,76","-93,11",ONDA TROPICAL NO. 12,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Onda tropical,"julio 26, 2020",HidrometeorolÛgicos,185.791,3,1,251,115,1,"16,73","-93,17",ONDA TROPICAL NO. 22,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Onda tropical,"agosto 4, 2020",HidrometeorolÛgicos,186.423,3,1,20.119,115,1,"16,75","-93,11",ONDA TROPICAL NO. 25,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Onda tropical,"agosto 14, 2020",HidrometeorolÛgicos,187.256,3,1,20.119,115,1,"16,73","-93,17",ONDA TROPICAL NO. 28,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Onda tropical,"septiembre 24, 2020",HidrometeorolÛgicos,190.526,3,1,20.119,115,1,"16,73","-93,17",ONDA TROPICAL NO. 37,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Onda tropical,"octubre 30, 2020",HidrometeorolÛgicos,193.353,3,1,20.119,115,1,"16,73","-93,17",ONDA TROPICAL NO. 43,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Onda tropical,"julio 28, 2020",HidrometeorolÛgicos,185.965,3,1,251,115,1,"16,73","-93,17",ONDA TROPICAL NO.23,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Onda tropical,"julio 30, 2020",HidrometeorolÛgicos,186.137,3,1,251,115,1,"16,73","-93,17",ONDA TROPICAL NO.24,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Onda tropical,"agosto 17, 2020",HidrometeorolÛgicos,187.423,3,1,251,115,1,"16,73","-93,17",ONDA TROPICAL NO.29,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Onda tropical,"octubre 2, 2020",HidrometeorolÛgicos,191.17,3,1,20.119,115,1,"16,75","-93,10",ONDA TROPICAL NUM 38,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
